﻿01. Ano,02. Nome País (Europa),03. Nome Região (Portugal),04. Âmbito Geográfico,05. Filtro 1,06. Filtro 2,07. Filtro 3,09. Símbolo,10. Valor,Max. 08. Escala 
2007.0,,Mesão Frio,Município,,,,,173.9, pessoas por km2
2007.0,,Mira,Município,,,,,101.8, pessoas por km2
2007.0,,Miranda do Corvo,Município,,,,,104.2, pessoas por km2
2007.0,,Miranda do Douro,Município,,,,,15.9, pessoas por km2
2007.0,,Mirandela,Município,,,,,37.4, pessoas por km2
2007.0,,Mogadouro,Município,,,,,13.3, pessoas por km2
2007.0,,Moimenta da Beira,Município,,,,,47.9, pessoas por km2
2007.0,,Moita,Município,,,,,1205.8, pessoas por km2
2007.0,,Monção,Município,,,,,92.7, pessoas por km2
2007.0,,Monchique,Município,,,,,16.1, pessoas por km2
2007.0,,Mondim de Basto,Município,,,,,46.1, pessoas por km2
2007.0,,Monforte,Município,,,,,8.0, pessoas por km2
2007.0,,Montalegre,Município,,,,,14.0, pessoas por km2
2007.0,,Montemor-o-Novo,Município,,,,,14.6, pessoas por km2
2007.0,,Montemor-o-Velho,Município,,,,,113.3, pessoas por km2
2007.0,,Montijo,Município,,,,,136.4, pessoas por km2
2007.0,,Mora,Município,,,,,11.9, pessoas por km2
2007.0,,Mortágua,Município,,,,,39.4, pessoas por km2
2007.0,,Moura,Município,,,,,16.3, pessoas por km2
2007.0,,Mourão,Município,,,,,10.2, pessoas por km2
2007.0,,Murça,Município,,,,,32.9, pessoas por km2
2007.0,,Murtosa,Município,,,,,141.2, pessoas por km2
2007.0,,Nazaré,Município,,,,,183.6, pessoas por km2
2007.0,,Nelas,Município,,,,,113.0, pessoas por km2
2007.0,,Nisa,Município,,,,,13.7, pessoas por km2
2007.0,,Nordeste,Município,,,,,50.8, pessoas por km2
2007.0,,Óbidos,Município,,,,,81.3, pessoas por km2
2007.0,,Odemira,Município,,,,,15.2, pessoas por km2
2007.0,,Odivelas,Município,,,,,5353.9, pessoas por km2
2007.0,,Oeiras,Município,,,,,3703.2, pessoas por km2
2007.0,,Oleiros,Município,,,,,12.8, pessoas por km2
2007.0,,Olhão,Município,,,,,335.7, pessoas por km2
2007.0,,Oliveira de Azeméis,Município,,,,,427.5, pessoas por km2
2007.0,,Oliveira de Frades,Município,,,,,71.5, pessoas por km2
2007.0,,Oliveira do Bairro,Município,,,,,257.7, pessoas por km2
2007.0,,Oliveira do Hospital,Município,,,,,91.1, pessoas por km2
2007.0,,Ourém,Município,,,,,111.1, pessoas por km2
2007.0,,Ourique,Município,,,,,8.6, pessoas por km2
2007.0,,Ovar,Município,,,,,377.2, pessoas por km2
2007.0,,Paços de Ferreira,Município,,,,,785.7, pessoas por km2
2007.0,,Palmela,Município,,,,,129.9, pessoas por km2
2007.0,,Pampilhosa da Serra,Município,,,,,12.0, pessoas por km2
2007.0,,Paredes,Município,,,,,552.4, pessoas por km2
2007.0,,Paredes de Coura,Município,,,,,67.6, pessoas por km2
2007.0,,Pedrógão Grande,Município,,,,,31.7, pessoas por km2
2007.0,,Penacova,Município,,,,,72.8, pessoas por km2
2007.0,,Penafiel,Município,,,,,343.1, pessoas por km2
2007.0,,Penalva do Castelo,Município,,,,,62.0, pessoas por km2
2007.0,,Penamacor,Município,,,,,10.7, pessoas por km2
2007.0,,Penedono,Município,,,,,23.5, pessoas por km2
2007.0,,Penela,Município,,,,,45.8, pessoas por km2
2007.0,,Peniche,Município,,,,,358.4, pessoas por km2
2007.0,,Peso da Régua,Município,,,,,187.8, pessoas por km2
2007.0,,Pinhel,Município,,,,,20.9, pessoas por km2
2007.0,,Pombal,Município,,,,,89.4, pessoas por km2
2007.0,,Ponta Delgada,Município,,,,,292.9, pessoas por km2
2007.0,,Ponta do Sol,Município,,,,,188.9, pessoas por km2
2007.0,,Ponte da Barca,Município,,,,,68.2, pessoas por km2
2007.0,,Ponte de Lima,Município,,,,,137.9, pessoas por km2
2007.0,,Ponte de Sor,Município,,,,,20.5, pessoas por km2
2007.0,,Portalegre,Município,,,,,56.8, pessoas por km2
2007.0,,Portel,Município,,,,,11.1, pessoas por km2
2007.0,,Portimão,Município,,,,,288.0, pessoas por km2
2007.0,,Porto,Município,,,,,5982.5, pessoas por km2
2007.0,,Porto de Mós,Município,,,,,93.3, pessoas por km2
2007.0,,Porto Moniz,Município,,,,,33.8, pessoas por km2
2007.0,,Porto Santo,Município,,,,,122.7, pessoas por km2
2007.0,,Póvoa de Lanhoso,Município,,,,,168.8, pessoas por km2
2007.0,,Póvoa de Varzim,Município,,,,,779.2, pessoas por km2
2007.0,,Povoação,Município,,,,,60.1, pessoas por km2
2007.0,,Proença-a-Nova,Município,,,,,22.2, pessoas por km2
2007.0,,Redondo,Município,,,,,19.3, pessoas por km2
2007.0,,Reguengos de Monsaraz,Município,,,,,23.8, pessoas por km2
2007.0,,Resende,Município,,,,,95.5, pessoas por km2
2007.0,,Ribeira Brava,Município,,,,,203.2, pessoas por km2
2007.0,,Ribeira de Pena,Município,,,,,31.7, pessoas por km2
2007.0,,Ribeira Grande,Município,,,,,172.2, pessoas por km2
2007.0,,Rio Maior,Município,,,,,78.0, pessoas por km2
2007.0,,Sabrosa,Município,,,,,42.1, pessoas por km2
2007.0,,Sabugal,Município,,,,,16.2, pessoas por km2
2007.0,,Salvaterra de Magos,Município,,,,,89.0, pessoas por km2
2007.0,,Santa Comba Dão,Município,,,,,106.4, pessoas por km2
2007.0,,Santa Cruz,Município,,,,,480.9, pessoas por km2
2007.0,,Santa Cruz da Graciosa,Município,,,,,74.7, pessoas por km2
2007.0,,Santa Cruz das Flores,Município,,,,,33.4, pessoas por km2
2007.0,,Santa Maria da Feira,Município,,,,,648.7, pessoas por km2
2007.0,,Santa Marta de Penaguião,Município,,,,,112.3, pessoas por km2
2007.0,,Santana,Município,,,,,84.9, pessoas por km2
2007.0,,Santarém,Município,,,,,112.5, pessoas por km2
2007.0,,Santiago do Cacém,Município,,,,,28.6, pessoas por km2
2007.0,,Santo Tirso,Município,,,,,531.6, pessoas por km2
2007.0,,São Brás de Alportel,Município,,,,,68.1, pessoas por km2
2007.0,,São João da Madeira,Município,,,,,2735.3, pessoas por km2
2007.0,,São João da Pesqueira,Município,,,,,30.8, pessoas por km2
2007.0,,São Pedro do Sul,Município,,,,,50.3, pessoas por km2
2007.0,,São Roque do Pico,Município,,,,,24.3, pessoas por km2
2007.0,,São Vicente,Município,,,,,75.3, pessoas por km2
2007.0,,Sardoal,Município,,,,,43.6, pessoas por km2
2007.0,,Sátão,Município,,,,,63.4, pessoas por km2
2007.0,,Seia,Município,,,,,59.3, pessoas por km2
2007.0,,Seixal,Município,,,,,1636.1, pessoas por km2
2007.0,,Sernancelhe,Município,,,,,25.7, pessoas por km2
2007.0,,Serpa,Município,,,,,14.6, pessoas por km2
2007.0,,Sertã,Município,,,,,36.3, pessoas por km2
2007.0,,Sesimbra,Município,,,,,235.6, pessoas por km2
2007.0,,Setúbal,Município,,,,,693.7, pessoas por km2
2007.0,,Sever do Vouga,Município,,,,,97.9, pessoas por km2
2007.0,,Silves,Município,,,,,53.1, pessoas por km2
2007.0,,Sines,Município,,,,,69.5, pessoas por km2
2007.0,,Sintra,Município,,,,,1173.3, pessoas por km2
2007.0,,Sobral de Monte Agraço,Município,,,,,188.7, pessoas por km2
2007.0,,Soure,Município,,,,,74.9, pessoas por km2
2007.0,,Sousel,Município,,,,,19.1, pessoas por km2
2007.0,,Tábua,Município,,,,,61.5, pessoas por km2
2007.0,,Tabuaço,Município,,,,,48.6, pessoas por km2
2007.0,,Tarouca,Município,,,,,82.1, pessoas por km2
2007.0,,Tavira,Município,,,,,42.7, pessoas por km2
2007.0,,Terras de Bouro,Município,,,,,27.7, pessoas por km2
2007.0,,Tomar,Município,,,,,118.3, pessoas por km2
2007.0,,Tondela,Município,,,,,80.3, pessoas por km2
2007.0,,Torre de Moncorvo,Município,,,,,17.0, pessoas por km2
2007.0,,Torres Novas,Município,,,,,136.9, pessoas por km2
2007.0,,Torres Vedras,Município,,,,,190.8, pessoas por km2
2007.0,,Trancoso,Município,,,,,28.3, pessoas por km2
2007.0,,Trofa,Município,,,,,540.6, pessoas por km2
2007.0,,Vagos,Município,,,,,137.6, pessoas por km2
2007.0,,Vale de Cambra,Município,,,,,161.2, pessoas por km2
2007.0,,Valença,Município,,,,,121.2, pessoas por km2
2007.0,,Valongo,Município,,,,,1225.8, pessoas por km2
2007.0,,Valpaços,Município,,,,,32.6, pessoas por km2
2007.0,,Velas,Município,,,,,47.0, pessoas por km2
2007.0,,Vendas Novas,Município,,,,,53.3, pessoas por km2
2007.0,,Viana do Alentejo,Município,,,,,14.6, pessoas por km2
2007.0,,Viana do Castelo,Município,,,,,281.1, pessoas por km2
2007.0,,Vidigueira,Município,,,,,19.0, pessoas por km2
2007.0,,Vieira do Minho,Município,,,,,62.4, pessoas por km2
2007.0,,Vila da Praia da Vitória,Município,,,,,129.7, pessoas por km2
2007.0,,Vila de Rei,Município,,,,,18.1, pessoas por km2
2007.0,,Vila do Bispo,Município,,,,,29.7, pessoas por km2
2007.0,,Vila do Conde,Município,,,,,526.8, pessoas por km2
2007.0,,Vila do Porto,Município,,,,,57.7, pessoas por km2
2007.0,,Vila Flor,Município,,,,,26.8, pessoas por km2
2007.0,,Vila Franca de Xira,Município,,,,,418.2, pessoas por km2
2007.0,,Vila Franca do Campo,Município,,,,,144.1, pessoas por km2
2007.0,,Vila Nova da Barquinha,Município,,,,,150.2, pessoas por km2
2007.0,,Vila Nova de Cerveira,Município,,,,,84.8, pessoas por km2
2007.0,,Vila Nova de Famalicão,Município,,,,,660.3, pessoas por km2
2007.0,,Vila Nova de Foz Côa,Município,,,,,19.4, pessoas por km2
2007.0,,Vila Nova de Gaia,Município,,,,,1781.3, pessoas por km2
2007.0,,Vila Nova de Paiva,Município,,,,,31.3, pessoas por km2
2007.0,,Vila Nova de Poiares,Município,,,,,85.4, pessoas por km2
2007.0,,Vila Pouca de Aguiar,Município,,,,,31.7, pessoas por km2
2007.0,,Vila Real,Município,,,,,136.4, pessoas por km2
2007.0,,Vila Real de Santo António,Município,,,,,307.1, pessoas por km2
2007.0,,Vila Velha de Ródão,Município,,,,,11.2, pessoas por km2
2007.0,,Vila Verde,Município,,,,,209.8, pessoas por km2
2007.0,,Vila Viçosa,Município,,,,,43.9, pessoas por km2
2007.0,,Vimioso,Município,,,,,10.2, pessoas por km2
2007.0,,Vinhais,Município,,,,,13.9, pessoas por km2
2007.0,,Viseu,Município,,,,,193.0, pessoas por km2
2007.0,,Vizela,Município,,,,,956.6, pessoas por km2
2007.0,,Vouzela,Município,,,,,57.0, pessoas por km2
2008.0,,Abrantes,Município,,,,,56.1, pessoas por km2
2008.0,,Águeda,Município,,,,,143.8, pessoas por km2
2008.0,,Aguiar da Beira,Município,,,,,27.4, pessoas por km2
2008.0,,Alandroal,Município,,,,,11.1, pessoas por km2
2008.0,,Albergaria-a-Velha,Município,,,,,158.8, pessoas por km2
2008.0,,Albufeira,Município,,,,,276.7, pessoas por km2
2008.0,,Alcácer do Sal,Município,,,,,9.1, pessoas por km2
2008.0,,Alcanena,Município,,,,,110.5, pessoas por km2
2008.0,,Alcobaça,Município,,,,,139.2, pessoas por km2
2008.0,,Alcochete,Município,,,,,129.5, pessoas por km2
2008.0,,Alcoutim,Município,,,,,5.4, pessoas por km2
2008.0,,Alenquer,Município,,,,,139.9, pessoas por km2
2008.0,,Alfândega da Fé,Município,,,,,16.5, pessoas por km2
2008.0,,Alijó,Município,,,,,42.0, pessoas por km2
2008.0,,Aljezur,Município,,,,,17.8, pessoas por km2
2008.0,,Aljustrel,Município,,,,,20.8, pessoas por km2
2008.0,,Almada,Município,,,,,2446.6, pessoas por km2
2008.0,,Almeida,Município,,,,,14.5, pessoas por km2
2008.0,,Almeirim,Município,,,,,104.3, pessoas por km2
2008.0,,Almodôvar,Município,,,,,9.8, pessoas por km2
2008.0,,Alpiarça,Município,,,,,82.0, pessoas por km2
2008.0,,Alter do Chão,Município,,,,,10.2, pessoas por km2
2008.0,,Alvaiázere,Município,,,,,47.0, pessoas por km2
2008.0,,Alvito,Município,,,,,9.7, pessoas por km2
2008.0,,Amadora,Município,,,,,7374.4, pessoas por km2
2008.0,,Amarante,Município,,,,,190.3, pessoas por km2
2008.0,,Amares,Município,,,,,231.1, pessoas por km2
2008.0,,Anadia,Município,,,,,137.5, pessoas por km2
2008.0,,Angra do Heroísmo,Município,,,,,149.2, pessoas por km2
2008.0,,Ansião,Município,,,,,75.7, pessoas por km2
2008.0,,Arcos de Valdevez,Município,,,,,52.3, pessoas por km2
2008.0,,Arganil,Município,,,,,37.5, pessoas por km2
2008.0,,Armamar,Município,,,,,56.3, pessoas por km2
2008.0,,Arouca,Município,,,,,69.4, pessoas por km2
2008.0,,Arraiolos,Município,,,,,10.9, pessoas por km2
2008.0,,Arronches,Município,,,,,10.2, pessoas por km2
2008.0,,Arruda dos Vinhos,Município,,,,,164.1, pessoas por km2
2008.0,,Aveiro,Município,,,,,392.9, pessoas por km2
2008.0,,Avis,Município,,,,,7.8, pessoas por km2
2008.0,,Azambuja,Município,,,,,82.6, pessoas por km2
2008.0,,Baião,Município,,,,,120.8, pessoas por km2
2008.0,,Barcelos,Município,,,,,320.8, pessoas por km2
2008.0,,Barrancos,Município,,,,,11.0, pessoas por km2
2008.0,,Barreiro,Município,,,,,2170.6, pessoas por km2
2008.0,,Batalha,Município,,,,,151.9, pessoas por km2
2008.0,,Beja,Município,,,,,31.4, pessoas por km2
2008.0,,Belmonte,Município,,,,,59.2, pessoas por km2
2008.0,,Benavente,Município,,,,,53.6, pessoas por km2
2008.0,,Bombarral,Município,,,,,145.6, pessoas por km2
2008.0,,Borba,Município,,,,,51.3, pessoas por km2
2008.0,,Boticas,Município,,,,,18.3, pessoas por km2
2008.0,,Braga,Município,,,,,976.1, pessoas por km2
2008.0,,Bragança,Município,,,,,30.2, pessoas por km2
2008.0,,Cabeceiras de Basto,Município,,,,,70.7, pessoas por km2
2008.0,,Cadaval,Município,,,,,81.2, pessoas por km2
2008.0,,Caldas da Rainha,Município,,,,,201.2, pessoas por km2
2008.0,,Calheta [R.A.A.],Município,,,,,30.6, pessoas por km2
2008.0,,Calheta [R.A.M.],Município,,,,,105.0, pessoas por km2
2008.0,,Câmara de Lobos,Município,,,,,685.1, pessoas por km2
2008.0,,Caminha,Município,,,,,123.5, pessoas por km2
2008.0,,Campo Maior,Município,,,,,34.3, pessoas por km2
2008.0,,Cantanhede,Município,,,,,94.7, pessoas por km2
2008.0,,Carrazeda de Ansiães,Município,,,,,23.9, pessoas por km2
2008.0,,Carregal do Sal,Município,,,,,85.3, pessoas por km2
2008.0,,Cartaxo,Município,,,,,154.2, pessoas por km2
2008.0,,Cascais,Município,,,,,2048.0, pessoas por km2
2008.0,,Castanheira de Pêra,Município,,,,,49.6, pessoas por km2
2008.0,,Castelo Branco,Município,,,,,39.1, pessoas por km2
2008.0,,Castelo de Paiva,Município,,,,,148.0, pessoas por km2
2008.0,,Castelo de Vide,Município,,,,,13.3, pessoas por km2
2008.0,,Castro Daire,Município,,,,,41.5, pessoas por km2
2008.0,,Castro Marim,Município,,,,,22.4, pessoas por km2
2008.0,,Castro Verde,Município,,,,,13.0, pessoas por km2
2008.0,,Celorico da Beira,Município,,,,,32.3, pessoas por km2
2008.0,,Celorico de Basto,Município,,,,,112.0, pessoas por km2
2008.0,,Chamusca,Município,,,,,14.0, pessoas por km2
2008.0,,Chaves,Município,,,,,71.2, pessoas por km2
2008.0,,Cinfães,Município,,,,,87.7, pessoas por km2
2008.0,,Coimbra,Município,,,,,453.8, pessoas por km2
2008.0,,Condeixa-a-Nova,Município,,,,,120.9, pessoas por km2
2008.0,,Constância,Município,,,,,49.9, pessoas por km2
2008.0,,Coruche,Município,,,,,18.2, pessoas por km2
2008.0,,Corvo,Município,,,,,24.3, pessoas por km2
2008.0,,Covilhã,Município,,,,,94.7, pessoas por km2
2008.0,,Crato,Município,,,,,9.7, pessoas por km2
2008.0,,Cuba,Município,,,,,28.5, pessoas por km2
2008.0,,Elvas,Município,,,,,36.7, pessoas por km2
2008.0,,Entroncamento,Município,,,,,1448.5, pessoas por km2
2008.0,,Espinho,Município,,,,,1540.9, pessoas por km2
2008.0,,Esposende,Município,,,,,359.6, pessoas por km2
2008.0,,Estarreja,Município,,,,,252.7, pessoas por km2
2008.0,,Estremoz,Município,,,,,28.6, pessoas por km2
2008.0,,Évora,Município,,,,,43.5, pessoas por km2
2008.0,,Fafe,Município,,,,,234.5, pessoas por km2
2008.0,,Faro,Município,,,,,314.5, pessoas por km2
2008.0,,Felgueiras,Município,,,,,505.0, pessoas por km2
2008.0,,Ferreira do Alentejo,Município,,,,,13.0, pessoas por km2
2008.0,,Ferreira do Zêzere,Município,,,,,46.3, pessoas por km2
2008.0,,Figueira da Foz,Município,,,,,164.9, pessoas por km2
2008.0,,Figueira de Castelo Rodrigo,Município,,,,,12.7, pessoas por km2
2008.0,,Figueiró dos Vinhos,Município,,,,,37.1, pessoas por km2
2008.0,,Fornos de Algodres,Município,,,,,39.2, pessoas por km2
2008.0,,Freixo de Espada à Cinta,Município,,,,,15.9, pessoas por km2
2008.0,,Fronteira,Município,,,,,14.1, pessoas por km2
2008.0,,Funchal,Município,,,,,1459.7, pessoas por km2
2008.0,,Fundão,Município,,,,,42.6, pessoas por km2
2008.0,,Gavião,Município,,,,,14.6, pessoas por km2
2008.0,,Góis,Município,,,,,16.8, pessoas por km2
2008.0,,Golegã,Município,,,,,72.5, pessoas por km2
2008.0,,Gondomar,Município,,,,,1276.6, pessoas por km2
2008.0,,Gouveia,Município,,,,,48.4, pessoas por km2
2008.0,,Grândola,Município,,,,,18.5, pessoas por km2
2008.0,,Guarda,Município,,,,,60.5, pessoas por km2
2008.0,,Guimarães,Município,,,,,661.8, pessoas por km2
2008.0,,Horta,Município,,,,,87.0, pessoas por km2
2008.0,,Idanha-a-Nova,Município,,,,,7.2, pessoas por km2
2008.0,,Ílhavo,Município,,,,,523.2, pessoas por km2
2008.0,,Lagoa,Município,,,,,255.5, pessoas por km2
2008.0,,Lagoa [R.A.A.],Município,,,,,316.3, pessoas por km2
2008.0,,Lagos,Município,,,,,140.4, pessoas por km2
2008.0,,Lajes das Flores,Município,,,,,21.6, pessoas por km2
2008.0,,Lajes do Pico,Município,,,,,30.7, pessoas por km2
2008.0,,Lamego,Município,,,,,164.3, pessoas por km2
2008.0,,Leiria,Município,,,,,223.0, pessoas por km2
2008.0,,Lisboa,Município,,,,,6502.1, pessoas por km2
2008.0,,Loulé,Município,,,,,89.4, pessoas por km2
2008.0,,Loures,Município,,,,,1204.7, pessoas por km2
2008.0,,Lourinhã,Município,,,,,172.4, pessoas por km2
2008.0,,Lousã,Município,,,,,125.0, pessoas por km2
2008.0,,Lousada,Município,,,,,491.5, pessoas por km2
2008.0,,Mação,Município,,,,,19.0, pessoas por km2
2008.0,,Macedo de Cavaleiros,Município,,,,,23.2, pessoas por km2
2008.0,,Machico,Município,,,,,321.8, pessoas por km2
2008.0,,Madalena,Município,,,,,41.3, pessoas por km2
2008.0,,Mafra,Município,,,,,247.0, pessoas por km2
2008.0,,Maia,Município,,,,,1598.9, pessoas por km2
2008.0,,Mangualde,Município,,,,,92.0, pessoas por km2
2008.0,,Manteigas,Município,,,,,29.5, pessoas por km2
2008.0,,Marco de Canaveses,Município,,,,,265.7, pessoas por km2
2008.0,,Marinha Grande,Município,,,,,203.9, pessoas por km2
2008.0,,Marvão,Município,,,,,23.6, pessoas por km2
2008.0,,Matosinhos,Município,,,,,2806.1, pessoas por km2
2008.0,,Mealhada,Município,,,,,186.3, pessoas por km2
2008.0,,Mêda,Município,,,,,19.0, pessoas por km2
2008.0,,Melgaço,Município,,,,,39.6, pessoas por km2
2008.0,,Mértola,Município,,,,,5.9, pessoas por km2
2008.0,,Mesão Frio,Município,,,,,171.9, pessoas por km2
2008.0,,Mira,Município,,,,,101.6, pessoas por km2
2008.0,,Miranda do Corvo,Município,,,,,104.1, pessoas por km2
2008.0,,Miranda do Douro,Município,,,,,15.8, pessoas por km2
2008.0,,Mirandela,Município,,,,,37.0, pessoas por km2
2008.0,,Mogadouro,Município,,,,,13.0, pessoas por km2
2008.0,,Moimenta da Beira,Município,,,,,47.4, pessoas por km2
2008.0,,Moita,Município,,,,,1202.6, pessoas por km2
2008.0,,Monção,Município,,,,,92.2, pessoas por km2
2008.0,,Monchique,Município,,,,,15.8, pessoas por km2
2008.0,,Mondim de Basto,Município,,,,,45.2, pessoas por km2
2008.0,,Monforte,Município,,,,,8.0, pessoas por km2
2008.0,,Montalegre,Município,,,,,13.7, pessoas por km2
2008.0,,Montemor-o-Novo,Município,,,,,14.4, pessoas por km2
2008.0,,Montemor-o-Velho,Município,,,,,113.7, pessoas por km2
2008.0,,Montijo,Município,,,,,139.8, pessoas por km2
2008.0,,Mora,Município,,,,,11.7, pessoas por km2
2008.0,,Mortágua,Município,,,,,39.1, pessoas por km2
2008.0,,Moura,Município,,,,,16.2, pessoas por km2
2008.0,,Mourão,Município,,,,,10.0, pessoas por km2
2008.0,,Murça,Município,,,,,32.4, pessoas por km2
2008.0,,Murtosa,Município,,,,,142.3, pessoas por km2
2008.0,,Nazaré,Município,,,,,183.8, pessoas por km2
2008.0,,Nelas,Município,,,,,112.7, pessoas por km2
2008.0,,Nisa,Município,,,,,13.4, pessoas por km2
2008.0,,Nordeste,Município,,,,,49.7, pessoas por km2
2008.0,,Óbidos,Município,,,,,82.0, pessoas por km2
2008.0,,Odemira,Município,,,,,15.2, pessoas por km2
2008.0,,Odivelas,Município,,,,,5394.6, pessoas por km2
2008.0,,Oeiras,Município,,,,,3722.1, pessoas por km2
2008.0,,Oleiros,Município,,,,,12.6, pessoas por km2
2008.0,,Olhão,Município,,,,,339.5, pessoas por km2
2008.0,,Oliveira de Azeméis,Município,,,,,431.6, pessoas por km2
2008.0,,Oliveira de Frades,Município,,,,,71.3, pessoas por km2
2008.0,,Oliveira do Bairro,Município,,,,,259.9, pessoas por km2
2008.0,,Oliveira do Hospital,Município,,,,,90.6, pessoas por km2
2008.0,,Ourém,Município,,,,,111.0, pessoas por km2
2008.0,,Ourique,Município,,,,,8.4, pessoas por km2
2008.0,,Ovar,Município,,,,,376.4, pessoas por km2
2008.0,,Paços de Ferreira,Município,,,,,789.1, pessoas por km2
2008.0,,Palmela,Município,,,,,131.9, pessoas por km2
2008.0,,Pampilhosa da Serra,Município,,,,,11.8, pessoas por km2
2008.0,,Paredes,Município,,,,,553.3, pessoas por km2
2008.0,,Paredes de Coura,Município,,,,,67.2, pessoas por km2
2008.0,,Pedrógão Grande,Município,,,,,31.4, pessoas por km2
2008.0,,Penacova,Município,,,,,72.1, pessoas por km2
2008.0,,Penafiel,Município,,,,,342.5, pessoas por km2
2008.0,,Penalva do Castelo,Município,,,,,61.2, pessoas por km2
2008.0,,Penamacor,Município,,,,,10.5, pessoas por km2
2008.0,,Penedono,Município,,,,,23.0, pessoas por km2
2008.0,,Penela,Município,,,,,45.3, pessoas por km2
2008.0,,Peniche,Município,,,,,358.4, pessoas por km2
2008.0,,Peso da Régua,Município,,,,,185.5, pessoas por km2
2008.0,,Pinhel,Município,,,,,20.6, pessoas por km2
2008.0,,Pombal,Município,,,,,89.1, pessoas por km2
2008.0,,Ponta Delgada,Município,,,,,293.8, pessoas por km2
2008.0,,Ponta do Sol,Município,,,,,189.5, pessoas por km2
2008.0,,Ponte da Barca,Município,,,,,67.6, pessoas por km2
2008.0,,Ponte de Lima,Município,,,,,137.3, pessoas por km2
2008.0,,Ponte de Sor,Município,,,,,20.4, pessoas por km2
2008.0,,Portalegre,Município,,,,,56.5, pessoas por km2
2008.0,,Portel,Município,,,,,11.0, pessoas por km2
2008.0,,Portimão,Município,,,,,293.9, pessoas por km2
2008.0,,Porto,Município,,,,,5911.0, pessoas por km2
2008.0,,Porto de Mós,Município,,,,,93.2, pessoas por km2
2008.0,,Porto Moniz,Município,,,,,33.5, pessoas por km2
2008.0,,Porto Santo,Município,,,,,124.8, pessoas por km2
2008.0,,Póvoa de Lanhoso,Município,,,,,167.4, pessoas por km2
2008.0,,Póvoa de Varzim,Município,,,,,777.1, pessoas por km2
2008.0,,Povoação,Município,,,,,60.5, pessoas por km2
2008.0,,Proença-a-Nova,Município,,,,,21.9, pessoas por km2
2008.0,,Redondo,Município,,,,,19.2, pessoas por km2
2008.0,,Reguengos de Monsaraz,Município,,,,,23.6, pessoas por km2
2008.0,,Resende,Município,,,,,94.5, pessoas por km2
2008.0,,Ribeira Brava,Município,,,,,204.0, pessoas por km2
2008.0,,Ribeira de Pena,Município,,,,,31.3, pessoas por km2
2008.0,,Ribeira Grande,Município,,,,,174.2, pessoas por km2
2008.0,,Rio Maior,Município,,,,,77.9, pessoas por km2
2008.0,,Sabrosa,Município,,,,,41.7, pessoas por km2
2008.0,,Sabugal,Município,,,,,15.9, pessoas por km2
2008.0,,Salvaterra de Magos,Município,,,,,89.7, pessoas por km2
2008.0,,Santa Comba Dão,Município,,,,,105.6, pessoas por km2
2008.0,,Santa Cruz,Município,,,,,496.9, pessoas por km2
2008.0,,Santa Cruz da Graciosa,Município,,,,,74.1, pessoas por km2
2008.0,,Santa Cruz das Flores,Município,,,,,33.0, pessoas por km2
2008.0,,Santa Maria da Feira,Município,,,,,646.4, pessoas por km2
2008.0,,Santa Marta de Penaguião,Município,,,,,110.2, pessoas por km2
2008.0,,Santana,Município,,,,,83.8, pessoas por km2
2008.0,,Santarém,Município,,,,,112.1, pessoas por km2
2008.0,,Santiago do Cacém,Município,,,,,28.4, pessoas por km2
2008.0,,Santo Tirso,Município,,,,,529.3, pessoas por km2
2008.0,,São Brás de Alportel,Município,,,,,68.7, pessoas por km2
2008.0,,São João da Madeira,Município,,,,,2736.0, pessoas por km2
2008.0,,São João da Pesqueira,Município,,,,,30.4, pessoas por km2
2008.0,,São Pedro do Sul,Município,,,,,49.6, pessoas por km2
2008.0,,São Roque do Pico,Município,,,,,24.2, pessoas por km2
2008.0,,São Vicente,Município,,,,,74.6, pessoas por km2
2008.0,,Sardoal,Município,,,,,43.3, pessoas por km2
2008.0,,Sátão,Município,,,,,62.9, pessoas por km2
2008.0,,Seia,Município,,,,,58.5, pessoas por km2
2008.0,,Seixal,Município,,,,,1643.3, pessoas por km2
2008.0,,Sernancelhe,Município,,,,,25.4, pessoas por km2
2008.0,,Serpa,Município,,,,,14.4, pessoas por km2
2008.0,,Sertã,Município,,,,,36.1, pessoas por km2
2008.0,,Sesimbra,Município,,,,,241.7, pessoas por km2
2008.0,,Setúbal,Município,,,,,698.1, pessoas por km2
2008.0,,Sever do Vouga,Município,,,,,96.4, pessoas por km2
2008.0,,Silves,Município,,,,,53.6, pessoas por km2
2008.0,,Sines,Município,,,,,69.7, pessoas por km2
2008.0,,Sintra,Município,,,,,1177.4, pessoas por km2
2008.0,,Sobral de Monte Agraço,Município,,,,,191.0, pessoas por km2
2008.0,,Soure,Município,,,,,74.2, pessoas por km2
2008.0,,Sousel,Município,,,,,18.9, pessoas por km2
2008.0,,Tábua,Município,,,,,61.4, pessoas por km2
2008.0,,Tabuaço,Município,,,,,48.3, pessoas por km2
2008.0,,Tarouca,Município,,,,,81.5, pessoas por km2
2008.0,,Tavira,Município,,,,,42.8, pessoas por km2
2008.0,,Terras de Bouro,Município,,,,,27.3, pessoas por km2
2008.0,,Tomar,Município,,,,,117.5, pessoas por km2
2008.0,,Tondela,Município,,,,,79.6, pessoas por km2
2008.0,,Torre de Moncorvo,Município,,,,,16.7, pessoas por km2
2008.0,,Torres Novas,Município,,,,,136.7, pessoas por km2
